/location/statistical_region/rent50_2./measurement_unit/dated_money_value/currency	[1.0452513613491543e-05, -0.004186897403619788, -1.8458219360383098e-07, 0.24438907404159269, -0.03320925362908904, 1.8396740140783418e-07, 1.0417354130212395e-05, 0.24925146900054942, -0.24910424016591862, 0.004783388128671504, 0.028874904232283907, 0.004197538518603318, 0.24799923176776945, -0.24799920079845186, 0.004128940824455484, 0.033209433468794285, 0.004265755880155776, 0.03313947463268716, -0.27752991811236166, -0.21544709920482114, 6.971293172202348e-05, -0.004197319477265266, 0.2822450847837643, 1.3390083591597203e-06, 0.033141028048236286, -6.84048822663258e-05, 1.798628514925406e-07, -0.2485761600581111, 0.0005860371514099809, 1.3390070514801244e-06, 0.03314084407952364, -0.0042657558814971535, 0.0373395340078152, -6.840131842682696e-05, 0.2491728295667747, 0.2479319813741641, 0.0336571373224426, 0.004265755890256181, 0.24445784741130985, 0.0005860334918883923, 0.2148701756336549, 0.004185555276826951, 0.2485763392960664, -1.3074242401510611e-06, -0.24865501397575507, 1.1791445327963776e-05, -0.25278529783534254, 1.3348910856974858e-06, -0.03313950973712157, 0.03261279021138794]
/tv/tv_series_episode/guest_stars./tv/tv_guest_role/actor	[-0.05974905627200496, 0.08189939031870254, -0.025534221404651454, 0.01872406194611839, -0.07732069049084656, 0.047385991993631756, 0.2106419296221347, -0.12218598642582704, 0.003946024720415161, 0.2050469347686772, 0.21841896157026552, 0.07567331070964697, -0.09708496950163616, 0.1882308123922144, 0.14991677206455453, -0.21061389112491863, 0.19917827161076518, -0.053208764879261405, -0.12968502853176875, -0.06635408114559241, -0.1975003401328677, -0.0341113378056167, 0.02763512657237919, -0.07615567835730483, 0.2146861593046332, 0.13692018298174313, -0.20177324640443028, 0.13015344473500975, 0.021281433412444834, -0.01940751419396154, 0.22941373404191207, 0.006478035397896687, 0.11031847801289589, -0.20211889079107273, -0.10057561150034974, 0.16328541022896798, -0.12857465046231886, 0.14278613766012946, -0.03390977057712392, 0.14303304671627448, 0.18377965419529038, -0.20818153449228152, 0.1135398958886414, 0.18542788446106975, -0.14038530718432615, -0.14205028966619523, -0.21648877825089738, -0.19043166325719782, 0.13565445395352257, 0.1158778695887084]
/music/performance_role/track_performances./music/track_contribution/contributor	[0.005217001131827388, 0.005218080726521116, -9.65276077776863e-06, -0.30009620092802963, -0.3000973161795304, -0.005291062085429229, 0.041878887050181716, 0.00587388746550451, -0.0006559333831191573, -9.632132670482329e-06, -0.005864255754004763, 0.0005913629287103719, -0.3012716487531494, 0.2593830913277958, -0.0005840672820152665, 7.172211621372673e-05, 0.0058009215248845504, 0.0005817281645542568, 0.04136888066786583, 0.0005828433758376801, -0.300679044250874, -3.2830457622470154e-10, 0.2593820120623354, -0.00580202409541781, -0.0005926045497403391, 0.03549488413990523, -0.04129591698279025, -1.6230893741043025e-07, 0.04121319484821761, -0.040713130274672785, 0.29545021617940137, 1.531875364068046e-08, 0.0005742875013348514, 0.005728087148931, 9.634811597591827e-06, 0.0412959529221749, -0.0005111032558698679, -0.0006568859579080687, 0.25937237682103165, 0.04129593493196815, 0.3000220312730458, -0.006312027412105488, 0.2943049115907593, 0.0006556474362829838, 0.2587282731895803, 6.438385040010664e-12, -0.046512936487969225, -9.635180809787085e-06, -6.333155778478854e-05, 0.3006049806657917]
/medicine/disease/prevention_factors	[0.27058679436667266, 0.020669188035856895, 0.022842123738574357, 0.007911973990427227, 0.25317362170333313, 0.26975660497363835, 0.006899146561874121, 0.024038492462498385, 0.2324891137504687, -0.02560011101449848, 0.2466052354990151, -0.005149783844196921, -0.0313572671162567, -0.23261295766925616, -0.02776528693781651, -0.016176931794750868, 0.02955387105651418, 0.00812310874612661, -0.0172559470331933, -0.23719826983039266, 0.008253591221056861, 0.009750130276563003, 0.2587134721349166, 0.018528099218253616, -0.007821136446740715, -0.015077429039735843, -0.013804308315026879, -0.2820060011815782, -0.0021457073768126732, 0.230790075552119, 0.027690153416917402, -0.01635495971125667, 0.009403090333993459, -0.23538741082874645, 0.22393244496456688, -0.014245478799354649, -0.2591489242246235, 0.0042611382484081944, 0.020538618583034365, -0.255214585698432, 0.25594129874107646, 0.22544917847452117, -0.02113558976502513, 0.02483410779675316, -0.00649438714099903, -0.021674955659061003, 0.019165135963397216, 0.00784934658730762, -0.02088011309446956, -0.003020410574785525]
/organization/organization_member/member_of./organization/organization_membership/organization	[-0.047727985784959695, 0.006572974026278921, -0.05431876745128139, 0.00012998291743973633, 0.00014755942760021485, 0.006572747207872178, 0.00013146455902763972, 0.0477299266555901, -0.0010024441034883367, 1.9808025589572615e-06, 0.006557085622153767, 0.0065888456743491315, -0.0011343782109706991, 0.006571265586123197, 0.046741401457525374, -0.006572945386848411, -0.04784381802207935, -2.313162099393835e-07, -0.04759651798751785, -0.001002451742216187, -0.3434230387641476, -0.0010022496878895773, 0.0001475588798767078, -0.0008709828605598834, -0.34355668249176685, -0.001134143743853133, -0.34242276620160694, -4.321276460429558e-09, 2.3446696734239887e-07, -0.04771208495271156, -1.7807638313864043e-05, 0.3424223037346265, 0.0065909843627410345, -1.5632322259715937e-05, 1.3919453146658297e-05, 0.006573011845811924, -0.04128673239989502, 0.04785967402199517, 0.3434232662969725, 0.0011361245664287256, -1.9440874835668283e-06, 1.6091004428750005e-05, 0.006441513799566227, 0.04771215139991774, -0.38457800956289995, 0.047726008735743786, 0.3434249861690765, 0.047745558431505505, 0.34344279057893334, 0.006574922436419386]
/sports/sports_team/roster./soccer/football_roster_position/player	[-0.34627489293453134, -0.3482364780131096, 0.00013058584067843348, 0.354165870915311, -0.00080739560840064, -1.4357252331263653e-05, 0.3402290601693318, 3.2764560924400266e-16, -0.05513206048416859, 1.8112827477142426e-12, 0.0069816481848875055, -0.00011623231297101536, 0.000919304119588866, -2.3952266230966724e-07, 0.06208523363910446, 0.06208526499059135, -0.0010374509753781603, -0.006043706454603662, -0.3471964181795999, 0.0009212228882567869, 0.354178305810903, -0.00011622859591333571, 0.0009212538617211132, 0.0009212275301871536, 0.0069819185487786095, -0.00011595721243995812, 0.00011427798371233334, 1.4361895487911537e-05, 0.34709451540956104, -0.000101662803969785, -0.006967561814985608, -0.00013082473104325025, 0.006045855370497098, 0.05524849654601208, 0.06209937869028218, 0.00010159582735612169, 2.126310615382451e-06, -0.05421083753840142, 0.006967322857220043, 0.054208647968630376, -0.006851098412767921, -1.4388660049351869e-05, -0.34811761006627595, 0.006952965558193401, 0.006851333709174848, -1.4353026098623208e-05, -0.006965160987248622, -0.05513014222306879, 1.9182612812691332e-06, 0.0543129788335876]
/business/company_type/companies_of_this_type	[-0.005073103001178493, -1.2134868618872428e-05, 8.725358822610552e-05, 0.005073138323465799, -0.2546028039251066, -7.520035211090892e-11, -0.2981731457697022, -1.7133013260798277e-06, 0.03848668603226169, 8.763238898069165e-05, -3.953084416885329e-08, 8.563199667927436e-05, 0.25977709610095767, -0.29886289899159, -0.038399424005692726, 0.0008505167839223454, -0.298174811615282, -0.005059297985096868, 0.0007753895675503883, 0.0008504693460818911, -0.03838725392143626, -0.33648661166999466, -0.2597737527306574, 5.060945396958904e-11, 0.03839938873781754, -0.2647737417179291, -0.03839942402767858, -0.03841160205183714, 0.0007770943982780333, 1.2213867143029314e-05, 0.005060963834611709, -3.345394216082214e-07, 0.005160399737273395, -0.0006775873842510859, -0.0051587703427064925, -0.03332628567166319, 0.005073146698397319, -0.2588376118467361, 5.253701523391477e-10, 0.3030750327403675, -0.0051603997407825555, 0.038401053522674776, 0.005073146675612777, -1.6695631353583384e-06, 8.762699326440993e-05, -0.2988510633475824, 0.03916264339674759, 0.2972353310618057, -0.005085316882340128, 8.729742381282316e-05]
/tv/tv_program/regular_cast./tv/regular_tv_appearance/character	[0.0010534679362512122, 0.04104241765572503, -0.3287618012544519, -8.471424913430377e-05, 9.384670007655935e-05, -0.00013195789822484982, 0.2867378109849119, 0.040875207861424755, -9.02055200229756e-05, -0.32770025378491796, 0.00012943033175999923, -8.154858888117166e-05, 0.0001079689187255557, 0.00012311246235146455, -5.586270416979058e-05, -0.29333337844285096, 8.659823343584696e-05, -6.219955889513905e-05, 3.658038838736898e-05, 0.2866666662621293, -0.2935504326115772, 0.006851710148542944, 0.00679373900949388, -0.006682162924562067, 9.100100680096755e-05, -0.0012028738479742983, -6.00562394593538e-05, -0.32773949327444374, -0.2868190463593411, 8.72234609713275e-05, -0.04094274960069447, -0.0012025747923819561, 0.040910156798428514, -0.28677516753609816, -0.0420211851465394, 0.0067153631411995705, -0.0010874610180062, -8.299134789607212e-05, 0.006815735948145314, -0.006703955043780238, 0.04094470418638668, -0.03984432988119623, -1.4391780107055129e-05, -0.28004667208893297, -0.2868389833307731, -0.0011003977967839267, 0.04105974655236481, 0.039909226713419836, -4.855934636365069e-05, -8.249930894712052e-05]
/base/popstra/religion/membership./base/popstra/religion_choice/member	[0.21785997857196046, -0.0007519697642042869, -0.031004148812793612, -0.2178802141755891, 0.031635472538132765, -0.24876134789791238, 4.931642213565853e-08, -0.24876098635486876, 2.3261256707480336e-06, 0.24876099256023299, 0.24877694198278313, -0.030901368144366906, 0.00012027320782213879, 1.370654675324447e-09, -0.2788927938673358, 0.0007516565311336209, -0.030885773453955396, 0.031003833193447378, 0.0007317817475963827, 0.0008723489151095226, 0.004414283266667084, 3.6019114744553687e-07, -0.030881189116974978, 0.2796447613801405, -0.005166296330077964, 1.786538820561963e-05, 0.0001024639552541878, -0.030881137928493566, 0.24951373102229865, -0.005043609318155685, -2.3156571434862903e-06, -0.24359277733497964, -0.005166246914508573, -0.00012264285862116086, -0.03090136656181044, 0.03013180788161685, -0.24800701119653742, 0.005165884749954568, 2.3247555594165763e-06, 0.24357718622165891, -0.005186484670230521, -4.618779249749315e-08, 0.21787784782232564, -0.030883459390717932, 0.0008563928383295398, 0.2796448127362888, -0.2486413847117892, 0.0001203246741099544, -0.24876140340308797, 0.005184170585767378]
/education/field_of_study/students_majoring./education/education/degree	[0.028983047944345044, -0.2546801758481798, 2.2204053805726802e-06, -3.251129334023117e-08, -0.02898111160009372, 0.028983304172915014, -0.004376268879757473, -0.25458833794151736, -0.22569762602424884, 3.262487522810968e-08, 0.28357139135099557, -0.0006680763631966928, -0.0037232246351056337, -0.2553312757056721, 0.0006489404241757814, 0.28366344276064676, 0.004376236370508076, 0.2256995611540241, 0.25477469855776513, -0.0042819930620575635, -2.514517563733666e-07, 0.22560308914041607, -0.004376268907696982, 0.00502686584238283, -0.029077296719938292, 0.2503041584177884, -0.02963390103177876, -0.0006658838777530444, 0.02898330428888077, -0.004376268893751183, 0.0044705449447788054, -4.69121945613482e-09, -0.028982801287559926, -0.00065109973062, 3.463995598719248e-13, -0.2546651029765506, -0.2545842068639081, -0.004391305236813397, -0.0005565397479877052, 2.514356857353904e-07, -0.28374443603165533, 0.02896779765497152, -0.0007451235857612341, -0.2509396816175339, 0.028967733095585223, -0.028982796494934775, 9.42434261902692e-05, -0.02898502648556494, -0.02896532646056314, 0.28366567207933086]
/education/educational_institution/students_graduates./education/education/student	[0.008330947731862897, 0.371763619167653, -0.06918529838808649, -0.060957994747269095, 0.06003176776823041, -0.00832884653941449, -0.061796854016613806, -9.43607624829335e-11, -0.008207513535732831, -0.37188880410076064, 0.371747280115086, 0.00012137238529946409, 2.1012619758678894e-06, 1.0267297537768365e-11, 0.0008208090950005833, -0.0009442440519395991, -0.05276646967706728, -0.0009442827422793324, 0.009151756723460712, -0.008209536564092254, 2.020051952645209e-05, 0.009151795504366497, -0.060994139373788545, -0.008207469173041493, -0.008191524481532365, -1.5954584153948815e-05, 0.00012137246684623661, 0.0008208090951583247, -0.000941864170536801, 2.739101303978186e-07, 2.095589628316952e-06, 0.37082314870516236, -0.008225563627985533, -0.06097814189307193, 0.0008204908265137009, 0.06097632440785803, -0.37082318259932684, -0.0009421807765466455, 1.9917449465852377e-05, 0.0001234736472782962, 0.3709448774503265, 0.007267076218052832, 0.00012137744671745104, 0.3718888427069607, -0.0009623778898855913, 0.06097635889109967, -1.8450639332516915e-05, 0.0009422202511395884, 0.00925709731945609, -0.0001213717747048975]
/government/politician/government_positions_held./government/government_position_held/jurisdiction_of_office	[0.3080578623949269, 0.31262265992221866, -2.8139237827335756e-08, 0.0416625366515384, 0.3549636049996181, 0.03624834767369956, 0.005322529052397256, 0.03623807335902402, -0.2664956783271781, -0.31414852816959266, 0.0007696968697460168, 1.5570064634577867e-06, 1.1987442280761606e-05, -0.04613606948751115, -0.000757731447378259, -1.2201914585592646e-05, -0.04148283646386561, -0.006080023990233156, -0.00010193078159646745, -0.313378647471389, -0.31340284044350025, -0.04157261750196022, -0.041572593402443764, 0.00010346319586989331, -0.03625159577909092, -0.313379021678798, -0.04167471453592943, -0.041470655024963485, -0.005320996137255145, -0.0007457410165725159, -0.3141485317169676, 0.00010174346610445057, -1.8781056993649512e-07, -1.2015090492409557e-05, -0.00010193070386077015, -0.04688313144393749, -0.00532234527316154, 8.841140637814024e-05, -0.0007563617577248258, 0.005423118283911838, 0.005322553634531012, 0.0007696938159784893, -0.04145864354839213, -0.00532252855133138, -1.532346402345086e-06, 0.005219062377023469, -0.0001036545439483093, -0.0007697214533505931, -0.3126348376599036, 0.0001019307730047316]
/base/schemastaging/tv_character_extra/regular_dubbing_performances./base/schemastaging/tv_star_dubbing_performance/program	[0.2163530163344467, -0.08434133405448227, 0.02805904350263913, -0.2123869633534605, 0.14121522108011741, -0.07530364527596321, -0.05050059608262255, -0.10534780886427489, -0.15327875632214097, 0.02992247955358062, 0.04287142745526571, -0.036573150932856006, -0.24587273670858772, 0.07817523297821552, -0.2395176568227959, -0.10812139747295477, 0.04626352413596254, -0.02952576821943083, -0.028882278162789307, 0.13983134359170143, 0.22386290272535497, -0.08780457149418262, -0.1878844277416965, -0.24907342189844475, 0.20768705180843353, 0.15329242390705103, -0.0996704847442961, 0.08056840270353609, -0.17211905060332366, 0.2415125793797509, 0.13078575504623802, -0.07203657712488608, 0.1533932817887217, -0.11206644589664437, -0.11904717441401841, -0.04548144487726286, -0.003576291797890541, 0.15533133863907092, 0.059786391845050996, -0.21034962242804767, -0.2187613245969579, -0.18673065701310132, 0.04134823805187728, -0.02623551484424704, 0.1968715799201165, 0.12014542601964483, 0.0662674286436579, -0.04761005134175876, -0.23460547554098024, 0.039503073816164455]
